book_id,title,author_name,image_url,best_desc,genre,tone,description
15796976,"Guilt (Alex Delaware, #28)",Jonathan Kellerman,https://images.gr-assets.com/books/1344371898m/15796976.jpg,"in an upscale l.a. neighborhood, a backyard renovation unearths an infant's body, buried sixty years ago. soon thereafter, in a nearby park, another disturbingly bizarre discovery is made not far from the body of a young woman shot in the head. helping lapd homicide detective milo sturgis to link these eerie incidents is brilliant psychologist alex delaware. but even the good doctor's vast experience with matters both clinical and criminal might not be enough to cut down to the bone of this chilling case. backtracking six decades into the past stirs up tales of a beautiful nurse with a mystery lover, a handsome, wealthy doctor who seems too good to be true, and a hospital with a notorious reputation--all of them long gone, along with any records of a newborn, and destined for anonymity. but the specter of fame rears its head when the case unexpectedly twists in the direction of the highest echelons of celebrity privilege. entering this sheltered world, alex little imagines the macabre layer just below the surface--a decadent quagmire of unholy rituals and grisly sacrifice.",Fiction,uplifting,"In an upscale L.A. neighborhood, a backyard renovation unearths an infant's body, buried sixty years ago. Soon thereafter, in a nearby park, another disturbingly bizarre discovery is made not far from the body of a young woman shot in the head. Helping LAPD homicide detective Milo Sturgis to link these eerie incidents is brilliant psychologist Alex Delaware. But even the good doctor's vast experience with matters both clinical and criminal might not be enough to cut down to the bone of this chilling case. Backtracking six decades into the past stirs up tales of a beautiful nurse with a mystery lover, a handsome, wealthy doctor who seems too good to be true, and a hospital with a notorious reputation--all of them long gone, along with any records of a newborn, and destined for anonymity. But the specter of fame rears its head when the case unexpectedly twists in the direction of the highest echelons of celebrity privilege. Entering this sheltered world, Alex little imagines the macabre layer just below the surface--a decadent quagmire of unholy rituals and grisly sacrifice."
15797722,"Deeply Odd (Odd Thomas, #6)",Dean Koontz,https://images.gr-assets.com/books/1364250954m/15797722.jpg,"following the explosive success of ""odd apocalypse,"" here is the gripping new adventure of odd thomas, dean koontz's most celebrated character. in a sinister encounter with a rogue truck driver tricked up like a rhinestone cowboy, odd has a disturbing vision of a shocking multiple homicide that has not yet been committed. across california, into nevada, and back again, odd embarks on a riveting road chase to prevent the tragedy. along the way, he meets--and charms--a collection of eccentrics who become his allies in a terrifying battle against a sociopath of singular boldness and cleverness--and a shadowy network of mysterious, like-minded murderers whose chilling resources seem almost supernatural.",Fiction,dark,"Following the explosive success of ""Odd Apocalypse,"" here is the gripping new adventure of Odd Thomas, Dean Koontz's most celebrated character.
In a sinister encounter with a rogue truck driver tricked up like a rhinestone cowboy, Odd has a disturbing vision of a shocking multiple homicide that has not yet been committed. Across California, into Nevada, and back again, Odd embarks on a riveting road chase to prevent the tragedy.
Along the way, he meets--and charms--a collection of eccentrics who become his allies in a terrifying battle against a sociopath of singular boldness and cleverness--and a shadowy network of mysterious, like-minded murderers whose chilling resources seem almost supernatural."
15797848,There's Someone Inside Your House,Stephanie Perkins,https://images.gr-assets.com/books/1493650191m/15797848.jpg,"love hurts... makani young thought she'd left her dark past behind her in hawaii, settling in with her grandmother in landlocked nebraska. she's found new friends and has even started to fall for mysterious outsider ollie larsson. but her past isn't far behind. then, one by one, the students of osborne hugh begin to die in a series of gruesome murders, each with increasingly grotesque flair. as the terror grows closer and her feelings for ollie intensify, makani is forced to confront her own dark secrets.",Fiction,uplifting,"Love hurts...
Makani Young thought she'd left her dark past behind her in Hawaii, settling in with her grandmother in landlocked Nebraska. She's found new friends and has even started to fall for mysterious outsider Ollie Larsson. But her past isn't far behind.
Then, one by one, the students of Osborne Hugh begin to die in a series of gruesome murders, each with increasingly grotesque flair. As the terror grows closer and her feelings for Ollie intensify, Makani is forced to confront her own dark secrets."
15797938,The Dinner,Herman Koch,https://images.gr-assets.com/books/1355949630m/15797938.jpg,"an internationally bestselling phenomenon: the darkly suspenseful, highly controversial tale of two families struggling to make the hardest decision of their lives - all over the course of one meal. it's a summer's evening in amsterdam, and two couples meet at a fashionable restaurant for dinner. between mouthfuls of food and over the polite scrapings of cutlery, the conversation remains a gentle hum of polite discourse - the banality of work, the triviality of the holidays. but behind the empty words, terrible things need to be said, and with every forced smile and every new course, the knives are being sharpened. each couple has a fifteen-year-old son. the two boys are united by their accountability for a single horrific act; an act that has triggered a police investigation and shattered the comfortable, insulated worlds of their families. as the dinner reaches its culinary climax, the conversation finally touches on their children. as civility and friendship disintegrate, each couple show just how far they are prepared to go to protect those they love. tautly written, incredibly gripping, and told by an unforgettable narrator, the dinner promises to be the topic of countless dinner party debates. skewering everything from parenting values to pretentious menus to political convictions, this novel reveals the dark side of genteel society and asks what each of us would do in the face of unimaginable tragedy.",Fiction,uplifting,"An internationally bestselling phenomenon: the darkly suspenseful, highly controversial tale of two families struggling to make the hardest decision of their lives - all over the course of one meal.
It's a summer's evening in Amsterdam, and two couples meet at a fashionable restaurant for dinner. Between mouthfuls of food and over the polite scrapings of cutlery, the conversation remains a gentle hum of polite discourse - the banality of work, the triviality of the holidays. But behind the empty words, terrible things need to be said, and with every forced smile and every new course, the knives are being sharpened.
Each couple has a fifteen-year-old son. The two boys are united by their accountability for a single horrific act; an act that has triggered a police investigation and shattered the comfortable, insulated worlds of their families. As the dinner reaches its culinary climax, the conversation finally touches on their children. As civility and friendship disintegrate, each couple show just how far they are prepared to go to protect those they love.
Tautly written, incredibly gripping, and told by an unforgettable narrator, The Dinner promises to be the topic of countless dinner party debates. Skewering everything from parenting values to pretentious menus to political convictions, this novel reveals the dark side of genteel society and asks what each of us would do in the face of unimaginable tragedy."
15798410,"Suicide Squad, Volume 2: Basilisk Rising",Adam Glass,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"as the surviving squad members attempt to recover from their disastrous gotham city mission, we learn a dark secret that has been festering in the team since issue one: a traitor stalks the suicide squad! the saboteur's mission: assassinate amanda waller, expose the squad and leave task force x in ruins! the basilisk strikes! collecting: suicide squad8-13, 0 & resurrection man9",Fiction,uplifting,"As the surviving Squad members attempt to recover from their disastrous Gotham City mission, we learn a dark secret that has been festering in the team since issue one: a traitor stalks the Suicide Squad! The saboteur's mission: Assassinate Amanda Waller, expose the Squad and leave Task Force X in ruins! The Basilisk strikes!
Collecting: Suicide Squad8-13, 0 & Resurrection Man9"
15798673,A Monster Calls,Patrick Ness,https://images.gr-assets.com/books/1496658719m/15798673.jpg,"an unflinching, darkly funny, and deeply moving story of a boy, his seriously ill mother, and an unexpected monstrous visitor. at seven minutes past midnight, thirteen-year-old conor wakes to find a monster outside his bedroom window. but it isn't the monster conor's been expecting-- he's been expecting the one from his nightmare, the nightmare he's had nearly every night since his mother started her treatments. the monster in his backyard is different. it's ancient. and wild. and it wants something from conor. something terrible and dangerous. it wants the truth. from the final idea of award-winning author siobhan dowd-- whose premature death from cancer prevented her from writing it herself-- patrick ness has spun a haunting and darkly funny novel of mischief, loss, and monsters both real and imagined.",Fiction,uplifting,"An unflinching, darkly funny, and deeply moving story of a boy, his seriously ill mother, and an unexpected monstrous visitor.
At seven minutes past midnight, thirteen-year-old Conor wakes to find a monster outside his bedroom window. But it isn't the monster Conor's been expecting-- he's been expecting the one from his nightmare, the nightmare he's had nearly every night since his mother started her treatments. The monster in his backyard is different. It's ancient. And wild. And it wants something from Conor. Something terrible and dangerous. It wants the truth. From the final idea of award-winning author Siobhan Dowd-- whose premature death from cancer prevented her from writing it herself-- Patrick Ness has spun a haunting and darkly funny novel of mischief, loss, and monsters both real and imagined."
15798757,Maggot Moon,Sally Gardner,https://images.gr-assets.com/books/1351213402m/15798757.jpg,"one hundred very short chapters, told in an utterly original first-person voice, propel readers through a narrative that is by turns gripping and darkly humorous, bleak and chilling, tender and transporting. what if the football hadn't gone over the wall. on the other side of the wall there is a dark secret. and the devil. and the moon man. and the motherland doesn't want anyone to know. but standish treadwell - who has different-colored eyes, who can't read, can't write, standish treadwell isn't bright - sees things differently than the rest of the ""train-track thinkers."" so when standish and his only friend and neighbor, hector, make their way to the other side of the wall, they see what the motherland has been hiding. and it's big...one hundred very short chapters, told in an utterly original first-person voice, propel readers through a narrative that is by turns gripping and darkly humorous, bleak and chilling, tender and transporting.",Fiction,uplifting,"One hundred very short chapters, told in an utterly original first-person voice, propel readers through a narrative that is by turns gripping and darkly humorous, bleak and chilling, tender and transporting.
What if the football hadn't gone over the wall. On the other side of the wall there is a dark secret. And the devil. And the Moon Man. And the Motherland doesn't want anyone to know. But Standish Treadwell - who has different-colored eyes, who can't read, can't write, Standish Treadwell isn't bright - sees things differently than the rest of the ""train-track thinkers."" So when Standish and his only friend and neighbor, Hector, make their way to the other side of the wall, they see what the Motherland has been hiding. And it's big...One hundred very short chapters, told in an utterly original first-person voice, propel readers through a narrative that is by turns gripping and darkly humorous, bleak and chilling, tender and transporting."
15799166,"Release Me (Stark Trilogy, #1)",J. Kenner,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"for fans of fifty shades of grey and bared to you comes an erotic, emotionally charged romance between a powerful man who's never heard ""no"" and a fiery woman who says ""yes"" on her own terms. he was the one man i couldn't avoid. and the one man i couldn't resist. damien stark could have his way with any woman. he was sexy, confident, and commanding: anything he wanted, he got. and what he wanted was me. our attraction was unmistakable, almost beyond control, but as much as i ached to be his, i feared the pressures of his demands. submitting to damien meant i had to bare the darkest truth about my past--and risk breaking us apart. but damien was haunted, too. and as our passion came to obsess us both, his secrets threatened to destroy him--and us--forever. release me is an erotic romance intended for mature audiences.",Fiction,uplifting,"For fans of Fifty Shades of Grey and Bared to You comes an erotic, emotionally charged romance between a powerful man who's never heard ""no"" and a fiery woman who says ""yes"" on her own terms.
He was the one man I couldn't avoid. And the one man I couldn't resist.
Damien Stark could have his way with any woman. He was sexy, confident, and commanding: Anything he wanted, he got. And what he wanted was me.
Our attraction was unmistakable, almost beyond control, but as much as I ached to be his, I feared the pressures of his demands. Submitting to Damien meant I had to bare the darkest truth about my past--and risk breaking us apart.
But Damien was haunted, too. And as our passion came to obsess us both, his secrets threatened to destroy him--and us--forever.
Release Me is an erotic romance intended for mature audiences."
15799400,The Resurrectionist: The Lost Work of Dr. Spencer Black,E.B. Hudspeth,https://images.gr-assets.com/books/1374515873m/15799400.jpg,"philadelphia, the late 1870s. a city of gas lamps, cobblestone streets, and horse-drawn carriages--and home to the controversial surgeon dr. spencer black. the son of a grave robber, young dr. black studies at philadelphia's esteemed academy of medicine, where he develops an unconventional hypothesis: what if the world's most celebrated mythological beasts--mermaids, minotaurs, and satyrs--were in fact the evolutionary ancestors of humankind? the resurrectionist offers two extraordinary books in one. the first is a fictional biography of dr. spencer black, from a childhood spent exhuming corpses through his medical training, his travels with carnivals, and the mysterious disappearance at the end of his life. the second book is black's magnum opus: the codex extinct animalia, a gray's anatomy for mythological beasts--dragons, centaurs, pegasus, cerberus--all rendered in meticulously detailed anatomical illustrations. you need only look at these images to realize they are the work of a madman. the resurrectionisttells his story.",Nonfiction,uplifting,"Philadelphia, the late 1870s. A city of gas lamps, cobblestone streets, and horse-drawn carriages--and home to the controversial surgeon Dr. Spencer Black. The son of a grave robber, young Dr. Black studies at Philadelphia's esteemed Academy of Medicine, where he develops an unconventional hypothesis: What if the world's most celebrated mythological beasts--mermaids, minotaurs, and satyrs--were in fact the evolutionary ancestors of humankind?
The Resurrectionist offers two extraordinary books in one. The first is a fictional biography of Dr. Spencer Black, from a childhood spent exhuming corpses through his medical training, his travels with carnivals, and the mysterious disappearance at the end of his life. The second book is Black's magnum opus: The Codex Extinct Animalia, a Gray's Anatomy for mythological beasts--dragons, centaurs, Pegasus, Cerberus--all rendered in meticulously detailed anatomical illustrations. You need only look at these images to realize they are the work of a madman. The Resurrectionisttells his story."
15801353,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Saenz,https://images.gr-assets.com/books/1471536559m/15801353.jpg,"""this book took my breath away."" --james howe, author of the misfits dante can swim. ari can't. dante is articulate and self-assured. ari has a hard time with words and suffers from self-doubt. dante gets lost in poetry and art. ari gets lost in thoughts of his older brother who is in prison. dante is fair skinned. ari's features are much darker. it seems that a boy like dante, with his open and unique perspective on life, would be the last person to break down the walls that ari has built around himself. but against all odds, when ari and dante meet, they develop a special bond that will teach them the most important truths of their lives, and help define the people they want to be. but there are big hurdles in their way, and only by believing in each other--and the power of their friendship--can ari and dante emerge stronger on the other side.",Fiction,dark,"""This book took my breath away.""
--James Howe, author of The Misfits
Dante can swim. Ari can't. Dante is articulate and self-assured. Ari has a hard time with words and suffers from self-doubt. Dante gets lost in poetry and art. Ari gets lost in thoughts of his older brother who is in prison. Dante is fair skinned. Ari's features are much darker. It seems that a boy like Dante, with his open and unique perspective on life, would be the last person to break down the walls that Ari has built around himself.
But against all odds, when Ari and Dante meet, they develop a special bond that will teach them the most important truths of their lives, and help define the people they want to be. But there are big hurdles in their way, and only by believing in each other--and the power of their friendship--can Ari and Dante emerge stronger on the other side."
15801904,Love Water Memory,Jennie Shortridge,https://images.gr-assets.com/books/1359402926m/15801904.jpg,"who is lucie walker? even lucie herself can't answer that question after she comes to, confused and up to her knees in the chilly san francisco bay. back home in seattle, she adjusts to life with amnesia, growing unsettled by the clues she finds to the selfish, carefully guarded person she used to be. will she ever fall in love with her handsome, kindhearted fiance, grady? can he devote himself to the vulnerable, easygoing lucie 2.0, who is so unlike her controlling former self? when lucie learns that grady has been hiding some very painful secrets that could change the course of their relationship, she musters the courage to search for the shocking, long-repressed childhood memories that will finally set her free.",Fiction,uplifting,"Who is Lucie Walker? Even Lucie herself can't answer that question after she comes to, confused and up to her knees in the chilly San Francisco Bay. Back home in Seattle, she adjusts to life with amnesia, growing unsettled by the clues she finds to the selfish, carefully guarded person she used to be. Will she ever fall in love with her handsome, kindhearted fiance, Grady? Can he devote himself to the vulnerable, easygoing Lucie 2.0, who is so unlike her controlling former self? When Lucie learns that Grady has been hiding some very painful secrets that could change the course of their relationship, she musters the courage to search for the shocking, long-repressed childhood memories that will finally set her free."
15802983,Fever,Mary Beth Keane,https://images.gr-assets.com/books/1354743336m/15802983.jpg,"mary beth keane, named one of the 5 under 35 by the national book foundation, has written a spectacularly bold and intriguing novel about the woman known as ""typhoid mary,"" the first person in america identified as a healthy carrier of typhoid fever. on the eve of the twentieth century, mary mallon emigrated from ireland at age fifteen to make her way in new york city. brave, headstrong, and dreaming of being a cook, she fought to climb up from the lowest rung of the domestic-service ladder. canny and enterprising, she worked her way to the kitchen, and discovered in herself the true talent of a chef. sought after by new york aristocracy, and with an independence rare for a woman of the time, she seemed to have achieved the life she'd aimed for when she arrived in castle garden. then one determined medical engineer noticed that she left a trail of disease wherever she cooked, and identified her as an asymptomatic carrier of typhoid fever. with this seemingly preposterous theory, he made mallon a hunted woman. the department of health sent mallon to north brother island, where she was kept in isolation from 1907 to 1910, then released under the condition that she never work as a cook again. yet for mary, proud of her former status and passionate about cooking, the alternatives were abhorrent. she defied the edict. bringing early-twentieth-century new york alive, the neighborhoods, the bars, the park carved out of upper manhattan, the boat traffic, the mansions and sweatshops and emerging skyscrapers, fever is an ambitious retelling of a forgotten life. in the imagination of mary beth keane, mary mallon becomes a fiercely compelling, dramatic, vexing, sympathetic, uncompromising, and unforgettable heroine.",Fiction,uplifting,"Mary Beth Keane, named one of the 5 Under 35 by the National Book Foundation, has written a spectacularly bold and intriguing novel about the woman known as ""Typhoid Mary,"" the first person in America identified as a healthy carrier of Typhoid Fever.
On the eve of the twentieth century, Mary Mallon emigrated from Ireland at age fifteen to make her way in New York City. Brave, headstrong, and dreaming of being a cook, she fought to climb up from the lowest rung of the domestic-service ladder. Canny and enterprising, she worked her way to the kitchen, and discovered in herself the true talent of a chef. Sought after by New York aristocracy, and with an independence rare for a woman of the time, she seemed to have achieved the life she'd aimed for when she arrived in Castle Garden. Then one determined medical engineer noticed that she left a trail of disease wherever she cooked, and identified her as an asymptomatic carrier of Typhoid Fever. With this seemingly preposterous theory, he made Mallon a hunted woman.
The Department of Health sent Mallon to North Brother Island, where she was kept in isolation from 1907 to 1910, then released under the condition that she never work as a cook again. Yet for Mary, proud of her former status and passionate about cooking, the alternatives were abhorrent. She defied the edict.
Bringing early-twentieth-century New York alive, the neighborhoods, the bars, the park carved out of upper Manhattan, the boat traffic, the mansions and sweatshops and emerging skyscrapers, Fever is an ambitious retelling of a forgotten life. In the imagination of Mary Beth Keane, Mary Mallon becomes a fiercely compelling, dramatic, vexing, sympathetic, uncompromising, and unforgettable heroine."
15803860,"Point of Retreat (Slammed, #2)",Colleen Hoover,https://images.gr-assets.com/books/1344611545m/15803860.jpg,"layken and will have managed to overcome the obstacles that threatened to destroy their love, proving that they are destined for one another. what they are about to learn, however, is that the things that have brought them together may be the very things that ruin their connection forever... layken is left second-guessing the relationship whilst will is jumping over hurdles to prove his love for her. what the young lovers discover about themselves along this journey may change their entire world, and the lives of those who depend upon them the most...",Fiction,dark,"Layken and Will have managed to overcome the obstacles that threatened to destroy their love, proving that they are destined for one another. What they are about to learn, however, is that the things that have brought them together may be the very things that ruin their connection forever...
Layken is left second-guessing the relationship whilst Will is jumping over hurdles to prove his love for her. What the young lovers discover about themselves along this journey may change their entire world, and the lives of those who depend upon them the most..."
15806868,Towering,Alex Flinn,https://images.gr-assets.com/books/1351414732m/15806868.jpg,"high in my tower i sit. i watch the birds fly below, the clouds float above, and the tall green forest stretch to places i might never see. mama, who isn't my mother, has kept me hidden away for many years. my only companions, besides mama, are my books--great adventures, mysteries, and romances that i long to make my reality. but i know that no one will come to save me--my life is not a fairy tale after all. well, at least no one has come so far. recently, my hair has started to grow rapidly and it's now long enough to reach the bottom of the tower from my window. i've also had the strangest dreams of a beautiful green-eyed man. when mama isn't around, i plan my escape, even if it's just for a little while. there's something--maybe someone--waiting for me out there and it won't find me if i'm trapped here towering above it all.",Fiction,uplifting,"High in my tower I sit. I watch the birds fly below, the clouds float above, and the tall green forest stretch to places I might never see.
Mama, who isn't my mother, has kept me hidden away for many years. My only companions, besides Mama, are my books--great adventures, mysteries, and romances that I long to make my reality. But I know that no one will come to save me--my life is not a fairy tale after all.
Well, at least no one has come so far. Recently, my hair has started to grow rapidly and it's now long enough to reach the bottom of the tower from my window. I've also had the strangest dreams of a beautiful green-eyed man.
When Mama isn't around, I plan my escape, even if it's just for a little while. There's something--maybe someone--waiting for me out there and it won't find me if I'm trapped here Towering above it all."
15808271,"Bronze Gods (Apparatus Infernum, #1)",A.A. Aguirre,https://images.gr-assets.com/books/1352856158m/15808271.jpg,"hy breasil is grimmer than it used to be. before the architect closed the door, there were regular crossings, and a great war decimated both humans and ferishers. the native fae who refused to treat with the invaders faded; their bodies withered and died, stranding them as hungry, angry spirits that haunt the countryside. that means there's always trouble brewing in dorstaad. janus mikani and celeste ritsuko work for the criminal investigation department, keeping citizens safe from things that go bump in the night. he's a hardboiled cynic with an uncanny sixth sense; she's determined to justify her promotion as the first female detective in her division. together, they're trying to keep a black tide from drowning the city. but when the second body surfaces, murdered with the same type of infernal device, the entire cid must face the truth. there's a madman on the loose, twining magic and blood... and only mikani and ritsuko can unravel the intricate, lethal conspiracy before the royale killer completes his macabre plan, unleashing old, forbidden magic on an unsuspecting populace. if the maniac succeeds, it could mean the end of everything...",Fiction,dark,"Hy Breasil is grimmer than it used to be.
Before the Architect closed the door, there were regular crossings, and a great war decimated both humans and Ferishers. The native fae who refused to treat with the invaders faded; their bodies withered and died, stranding them as hungry, angry spirits that haunt the countryside.
That means there's always trouble brewing in Dorstaad.
Janus Mikani and Celeste Ritsuko work for the Criminal Investigation Department, keeping citizens safe from things that go bump in the night. He's a hardboiled cynic with an uncanny sixth sense; she's determined to justify her promotion as the first female detective in her division. Together, they're trying to keep a black tide from drowning the city.
But when the second body surfaces, murdered with the same type of infernal device, the entire CID must face the truth. There's a madman on the loose, twining magic and blood... and only Mikani and Ritsuko can unravel the intricate, lethal conspiracy before the Royale killer completes his macabre plan, unleashing old, forbidden magic on an unsuspecting populace. If the maniac succeeds, it could mean the end of everything..."
15808302,Zeus Grants Stupid Wishes: A No-Bullshit Guide to World Mythology,Cory O'Brien,https://images.gr-assets.com/books/1356120567m/15808302.jpg,"all our lives, we've been fed watered-down, pc versions of the classic myths. in reality, mythology is more screwed up than a schizophrenic shaman doing hits of unidentified. wait, it all makes sense now. in zeus grants stupid wishes, cory o'brien, creator of myths retold!, sets the stories straight. these are rude, crude, totally sacred texts told the way they were meant to be told: loudly, and with lots of four-letter words. skeptical? here are just a few gems to consider: zeus once stuffed an unborn fetus inside his thigh to save its life after he exploded its mother by being too good in bed. the entire egyptian universe was saved because sekhmet just got too hammered to keep murdering everyone. the hindu universe is run by a married couple who only stop murdering in order to throw sweet dance parties...on the corpses of their enemies. the norse goddess freyja once consented to a four-dwarf gangbang in exchange for one shiny necklace. and there's more dysfunctional goodness where that came from.",Nonfiction,dark,"All our lives, we've been fed watered-down, PC versions of the classic myths. In reality, mythology is more screwed up than a schizophrenic shaman doing hits of unidentified. Wait, it all makes sense now. In Zeus Grants Stupid Wishes, Cory O'Brien, creator of Myths RETOLD!, sets the stories straight. These are rude, crude, totally sacred texts told the way they were meant to be told: loudly, and with lots of four-letter words. Skeptical? Here are just a few gems to consider:
Zeus once stuffed an unborn fetus inside his thigh to save its life after he exploded its mother by being too good in bed.
The entire Egyptian universe was saved because Sekhmet just got too hammered to keep murdering everyone.
The Hindu universe is run by a married couple who only stop murdering in order to throw sweet dance parties...on the corpses of their enemies. 
The Norse goddess Freyja once consented to a four-dwarf gangbang in exchange for one shiny necklace.
And there's more dysfunctional goodness where that came from."
15808592,"A Cursed Embrace (Weird Girls, #2)",Cecy Robson,https://images.gr-assets.com/books/1361979608m/15808592.jpg,"celia wird and her three sisters are just like other twenty-something girls--with one tiny exception: they are the products of a curse that backfired and gave each of them unique powers that made them, well, a little weird... after celia wird and her sisters help master vampire misha save his family, their powers are exposed to the supernatural community of the lake tahoe region. but fame comes at a price, and being ""weird"" isn't always welcome. to make matters worse, celia desires the love of alpha werewolf aric, but his pack is bent on destroying their relationship to preserve his pureblood status. and once weres start turning up dead--with evidence pointing to the vampires--she must face the prospect of losing aric forever. but the chaos only masks a new threat. an evil known as the tribe has risen--and their sights are set on celia and her sisters.",Fiction,uplifting,"Celia Wird and her three sisters are just like other twenty-something girls--with one tiny exception: They are the products of a curse that backfired and gave each of them unique powers that made them, well, a little weird...
After Celia Wird and her sisters help master vampire Misha save his family, their powers are exposed to the supernatural community of the Lake Tahoe region. But fame comes at a price, and being ""weird"" isn't always welcome.
To make matters worse, Celia desires the love of Alpha werewolf Aric, but his pack is bent on destroying their relationship to preserve his pureblood status. And once weres start turning up dead--with evidence pointing to the vampires--she must face the prospect of losing Aric forever. But the chaos only masks a new threat. An evil known as the Tribe has risen--and their sights are set on Celia and her sisters."
15808621,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,https://images.gr-assets.com/books/1359986340m/15808621.jpg,"""there are three things all wise men fear: the sea in storm, a night with no moon, and the anger of a gentle man."" my name is kvothe. you may have heard of me. so begins the tale of a hero told from his own point of view- a story unequaled in fantasy literature. now in the wise man's fear, day two of the kingkiller chronicle, kvothe takes his first steps on the path of the hero and learns how difficult life can be when a man becomes a legend in his own time.",Fiction,uplifting,"""There are three things all wise men fear: the sea in storm, a night with no moon, and the anger of a gentle man.""
My name is Kvothe. You may have heard of me.
So begins the tale of a hero told from his own point of view- a story unequaled in fantasy literature. Now in The Wise Man's Fear, Day Two of The Kingkiller Chronicle, Kvothe takes his first steps on the path of the hero and learns how difficult life can be when a man becomes a legend in his own time."
15808652,"Magic Bites (Kate Daniels, #1)",Ilona Andrews,https://images.gr-assets.com/books/1352333836m/15808652.jpg,"when the magic is up, rogue mages cast their spells and monsters appear, while guns refuse to fire and cars fail to start. but then technology returns, and the magic recedes as unpredictably as it arose, leaving all kinds of paranormal problems in its wake. kate daniels is a down-on-her-luck mercenary who makes her living cleaning up these magical problems. but when kate's guardian is murdered, her quest for justice draws her into a power struggle between two strong factions within atlanta's magic circles. the masters of the dead, necromancers who can control vampires, and the pack, a paramilitary clan of shapechangers, blame each other for a series of bizarre killings--and the death of kate's guardian may be part of the same mystery. pressured by both sides to find the killer, kate realizes she's way out of her league--but she wouldn't have it any other way. this special edition includes in-depth information about the world of kate daniels, with descriptions of its characters and factions. explore kate's atlanta like never before with answers to faq and a quiz to find your place there. and don't miss the prequel story ""a questionable client,"" as well as scenes of events in magic bites from curran's point of view.",Fiction,mixed,"When the magic is up, rogue mages cast their spells and monsters appear, while guns refuse to fire and cars fail to start. But then technology returns, and the magic recedes as unpredictably as it arose, leaving all kinds of paranormal problems in its wake.
Kate Daniels is a down-on-her-luck mercenary who makes her living cleaning up these magical problems. But when Kate's guardian is murdered, her quest for justice draws her into a power struggle between two strong factions within Atlanta's magic circles.
The Masters of the Dead, necromancers who can control vampires, and the Pack, a paramilitary clan of shapechangers, blame each other for a series of bizarre killings--and the death of Kate's guardian may be part of the same mystery. Pressured by both sides to find the killer, Kate realizes she's way out of her league--but she wouldn't have it any other way.
This special edition includes in-depth information about the world of Kate Daniels, with descriptions of its characters and factions. Explore Kate's Atlanta like never before with answers to FAQ and a quiz to find your place there. And don't miss the prequel story ""A Questionable Client,"" as well as scenes of events in Magic Bites from Curran's point of view."
15808767,"Archangel's Legion (Guild Hunter, #6)",Nalini Singh,https://images.gr-assets.com/books/1365112978m/15808767.jpg,"nalini singh, the new york timesbestselling ""alpha author of paranormal romance"" (booklist)returns to an immortal world of violent passion and lethal power...on the brink of a deadly archangelic war. angels are falling from the sky in new york, struck down by a vicious, unknown force. vampires are dying impossibly of disease. guild hunter elena deveraux and the archangel raphael must discover the source of the wave of death before it engulfs their city and their people, leaving new york a ruin and raphael's tower under siege by enemy archangels. yet even as they fight desperately to save the city, an even darker force is stirring, its chill eyes trained on new york...and on raphael. rivers of crimson and nightmares given flesh, the world will never again be the same...",Fiction,uplifting,"Nalini Singh, the New York Timesbestselling ""alpha author of paranormal romance"" (Booklist)returns to an immortal world of violent passion and lethal power...on the brink of a deadly archangelic war.
Angels are falling from the sky in New York, struck down by a vicious, unknown force.
Vampires are dying impossibly of disease.
Guild hunter Elena Deveraux and the Archangel Raphael must discover the source of the wave of death before it engulfs their city and their people, leaving New York a ruin and Raphael's Tower under siege by enemy archangels.
Yet even as they fight desperately to save the city, an even darker force is stirring, its chill eyes trained on New York...and on Raphael. Rivers of crimson and nightmares given flesh, the world will never again be the same..."
15810298,"This Strange and Familiar Place (So Close to You, #2)",Rachel Carter,https://images.gr-assets.com/books/1351237067m/15810298.jpg,"these are the things of which lydia is now certain: the montauk project has been experimenting with time travel for years. the project's subjects are ""recruits"" from across time, recruits like wes, lydia's ally, friend, and love. the project is now responsible for the disappearance of two members of her family... and they're coming for lydia next. this thrilling sequel to so close to youexplores how far we'll go to save the people we love - and what happens after you change the future.",Fiction,uplifting,"THESE ARE THE THINGS of which Lydia is now certain:
The Montauk Project has been experimenting with time travel for years.
The Project's subjects are ""recruits"" from across time, recruits like Wes, Lydia's ally, friend, and love.
The Project is now responsible for the disappearance of two members of her family...
And they're coming for Lydia next.
This thrilling sequel to So Close to Youexplores how far we'll go to save the people we love - and what happens after you change the future."
